x,y
0.04375,0.625
0.04375,0.63125
0.04375,0.6375
0.04375,0.64375
0.04375,0.65
0.04375,0.65625
0.04375,0.6625
0.04375,0.66875
0.04375,0.675
0.04375,0.68125
0.04375,0.6875
0.04375,0.69375
0.04375,0.7
0.05,0.2875
0.05,0.29375
0.05,0.3
0.05,0.30625
0.05,0.3125
0.05,0.31875
0.05,0.325
0.05,0.33125
0.05,0.3375
0.05,0.34375
0.05,0.35
0.05,0.35625
0.05,0.3625
0.05,0.36875
0.05,0.375
0.05,0.38125
0.05,0.3875
0.05,0.39375
0.05,0.4
0.05,0.40625
0.05,0.4125
0.05,0.41875
0.05,0.425
0.05,0.43125
0.05,0.4375
0.05,0.44375
0.05,0.45
0.05,0.45625
0.05,0.4625
0.05,0.46875
0.05,0.475
0.05,0.48125
0.05,0.4875
0.05,0.49375
0.05,0.5
0.05,0.50625
0.05,0.5125
0.05,0.51875
0.05,0.525
0.05,0.53125
0.05,0.5375
0.05,0.54375
0.05,0.55
0.05,0.55625
0.05,0.5625
0.05,0.56875
0.05,0.575
0.05,0.58125
0.05,0.5875
0.05,0.59375
0.05,0.6
0.05,0.60625
0.05,0.6125
0.05,0.61875
0.05,0.625
0.05,0.63125
0.05,0.6375
0.05,0.64375
0.05,0.65
0.05,0.65625
0.05,0.6625
0.05,0.66875
0.05,0.675
0.05,0.68125
0.05,0.6875
0.05,0.69375
0.05,0.7
0.05,0.70625
0.05,0.7125
0.05625,0.275
0.05625,0.28125
0.05625,0.2875
0.05625,0.29375
0.05625,0.3
0.05625,0.30625
0.05625,0.3125
0.05625,0.31875
0.05625,0.325
0.05625,0.33125
0.05625,0.3375
0.05625,0.34375
0.05625,0.35
0.05625,0.35625
0.05625,0.3625
0.05625,0.36875
0.05625,0.375
0.05625,0.38125
0.05625,0.3875
0.05625,0.39375
0.05625,0.4
0.05625,0.40625
0.05625,0.4125
0.05625,0.41875
0.05625,0.425
0.05625,0.43125
0.05625,0.4375
0.05625,0.44375
0.05625,0.45
0.05625,0.45625
0.05625,0.4625
0.05625,0.46875
0.05625,0.475
0.05625,0.48125
0.05625,0.4875
0.05625,0.49375
0.05625,0.5
0.05625,0.50625
0.05625,0.5125
0.05625,0.51875
0.05625,0.525
0.05625,0.53125
0.05625,0.5375
0.05625,0.54375
0.05625,0.55
0.05625,0.55625
0.05625,0.5625
0.05625,0.56875
0.05625,0.575
0.05625,0.58125
0.05625,0.5875
0.05625,0.59375
0.05625,0.6
0.05625,0.60625
0.05625,0.6125
0.05625,0.61875
0.05625,0.625
0.05625,0.63125
0.05625,0.6375
0.05625,0.64375
0.05625,0.65
0.05625,0.65625
0.05625,0.6625
0.05625,0.66875
0.05625,0.675
0.05625,0.68125
0.05625,0.6875
0.05625,0.69375
0.05625,0.7
0.05625,0.70625
0.05625,0.7125
0.05625,0.71875
0.05625,0.725
0.0625,0.2625
0.0625,0.26875
0.0625,0.275
0.0625,0.28125
0.0625,0.2875
0.0625,0.29375
0.0625,0.3
0.0625,0.30625
0.0625,0.3125
0.0625,0.31875
0.0625,0.325
0.0625,0.33125
0.0625,0.3375
0.0625,0.34375
0.0625,0.35
0.0625,0.35625
0.0625,0.3625
0.0625,0.36875
0.0625,0.375
0.0625,0.38125
0.0625,0.3875
0.0625,0.39375
0.0625,0.4
0.0625,0.40625
0.0625,0.4125
0.0625,0.41875
0.0625,0.425
0.0625,0.43125
0.0625,0.4375
0.0625,0.44375
0.0625,0.45
0.0625,0.45625
0.0625,0.4625
0.0625,0.46875
0.0625,0.475
0.0625,0.48125
0.0625,0.4875
0.0625,0.49375
0.0625,0.5
0.0625,0.50625
0.0625,0.5125
0.0625,0.51875
0.0625,0.525
0.0625,0.53125
0.0625,0.5375
0.0625,0.54375
0.0625,0.55
0.0625,0.55625
0.0625,0.5625
0.0625,0.56875
0.0625,0.575
0.0625,0.58125
0.0625,0.5875
0.0625,0.59375
0.0625,0.6
0.0625,0.60625
0.0625,0.6125
0.0625,0.61875
0.0625,0.625
0.0625,0.63125
0.0625,0.6375
0.0625,0.64375
0.0625,0.65
0.0625,0.65625
0.0625,0.6625
0.0625,0.66875
0.0625,0.675
0.0625,0.68125
0.0625,0.6875
0.0625,0.69375
0.0625,0.7
0.0625,0.70625
0.0625,0.7125
0.0625,0.71875
0.0625,0.725
0.0625,0.73125
0.0625,0.7375
0.06875,0.25
0.06875,0.25625
0.06875,0.2625
0.06875,0.26875
0.06875,0.275
0.06875,0.28125
0.06875,0.2875
0.06875,0.29375
0.06875,0.3
0.06875,0.30625
0.06875,0.3125
0.06875,0.31875
0.06875,0.325
0.06875,0.33125
0.06875,0.3375
0.06875,0.34375
0.06875,0.35
0.06875,0.35625
0.06875,0.3625
0.06875,0.36875
0.06875,0.375
0.06875,0.38125
0.06875,0.3875
0.06875,0.39375
0.06875,0.4
0.06875,0.40625
0.06875,0.4125
0.06875,0.41875
0.06875,0.425
0.06875,0.43125
0.06875,0.4375
0.06875,0.44375
0.06875,0.45
0.06875,0.45625
0.06875,0.4625
0.06875,0.46875
0.06875,0.475
0.06875,0.48125
0.06875,0.4875
0.06875,0.49375
0.06875,0.5
0.06875,0.50625
0.06875,0.5125
0.06875,0.51875
0.06875,0.525
0.06875,0.53125
0.06875,0.5375
0.06875,0.54375
0.06875,0.55
0.06875,0.55625
0.06875,0.5625
0.06875,0.56875
0.06875,0.575
0.06875,0.58125
0.06875,0.5875
0.06875,0.59375
0.06875,0.6
0.06875,0.60625
0.06875,0.6125
0.06875,0.61875
0.06875,0.625
0.06875,0.63125
0.06875,0.6375
0.06875,0.64375
0.06875,0.65
0.06875,0.65625
0.06875,0.6625
0.06875,0.66875
0.06875,0.675
0.06875,0.68125
0.06875,0.6875
0.06875,0.69375
0.06875,0.7
0.06875,0.70625
0.06875,0.7125
0.06875,0.71875
0.06875,0.725
0.06875,0.73125
0.06875,0.7375
0.06875,0.74375
0.06875,0.75
0.075,0.2375
0.075,0.24375
0.075,0.25
0.075,0.25625
0.075,0.2625
0.075,0.26875
0.075,0.275
0.075,0.28125
0.075,0.2875
0.075,0.29375
0.075,0.3
0.075,0.30625
0.075,0.3125
0.075,0.31875
0.075,0.325
0.075,0.33125
0.075,0.3375
0.075,0.34375
0.075,0.35
0.075,0.35625
0.075,0.3625
0.075,0.36875
0.075,0.375
0.075,0.38125
0.075,0.3875
0.075,0.39375
0.075,0.4
0.075,0.40625
0.075,0.4125
0.075,0.41875
0.075,0.425
0.075,0.43125
0.075,0.4375
0.075,0.44375
0.075,0.45
0.075,0.45625
0.075,0.4625
0.075,0.46875
0.075,0.475
0.075,0.48125
0.075,0.4875
0.075,0.49375
0.075,0.5
0.075,0.50625
0.075,0.5125
0.075,0.51875
0.075,0.525
0.075,0.53125
0.075,0.5375
0.075,0.54375
0.075,0.55
0.075,0.55625
0.075,0.5625
0.075,0.56875
0.075,0.575
0.075,0.58125
0.075,0.5875
0.075,0.59375
0.075,0.6
0.075,0.60625
0.075,0.6125
0.075,0.61875
0.075,0.625
0.075,0.63125
0.075,0.6375
0.075,0.64375
0.075,0.65
0.075,0.65625
0.075,0.6625
0.075,0.66875
0.075,0.675
0.075,0.68125
0.075,0.6875
0.075,0.69375
0.075,0.7
0.075,0.70625
0.075,0.7125
0.075,0.71875
0.075,0.725
0.075,0.73125
0.075,0.7375
0.075,0.74375
0.075,0.75
0.075,0.75625
0.075,0.7625
0.08125,0.23125
0.08125,0.2375
0.08125,0.24375
0.08125,0.25
0.08125,0.25625
0.08125,0.2625
0.08125,0.26875
0.08125,0.275
0.08125,0.28125
0.08125,0.2875
0.08125,0.29375
0.08125,0.3
0.08125,0.30625
0.08125,0.3125
0.08125,0.31875
0.08125,0.325
0.08125,0.33125
0.08125,0.3375
0.08125,0.34375
0.08125,0.35
0.08125,0.35625
0.08125,0.3625
0.08125,0.36875
0.08125,0.375
0.08125,0.38125
0.08125,0.3875
0.08125,0.39375
0.08125,0.4
0.08125,0.40625
0.08125,0.4125
0.08125,0.41875
0.08125,0.425
0.08125,0.43125
0.08125,0.4375
0.08125,0.44375
0.08125,0.45
0.08125,0.45625
0.08125,0.4625
0.08125,0.46875
0.08125,0.475
0.08125,0.48125
0.08125,0.4875
0.08125,0.49375
0.08125,0.5
0.08125,0.50625
0.08125,0.5125
0.08125,0.51875
0.08125,0.525
0.08125,0.53125
0.08125,0.5375
0.08125,0.54375
0.08125,0.55
0.08125,0.55625
0.08125,0.5625
0.08125,0.56875
0.08125,0.575
0.08125,0.58125
0.08125,0.5875
0.08125,0.59375
0.08125,0.6
0.08125,0.60625
0.08125,0.6125
0.08125,0.61875
0.08125,0.625
0.08125,0.63125
0.08125,0.6375
0.08125,0.64375
0.08125,0.65
0.08125,0.65625
0.08125,0.6625
0.08125,0.66875
0.08125,0.675
0.08125,0.68125
0.08125,0.6875
0.08125,0.69375
0.08125,0.7
0.08125,0.70625
0.08125,0.7125
0.08125,0.71875
0.08125,0.725
0.08125,0.73125
0.08125,0.7375
0.08125,0.74375
0.08125,0.75
0.08125,0.75625
0.08125,0.7625
0.08125,0.76875
0.0875,0.21875
0.0875,0.225
0.0875,0.23125
0.0875,0.2375
0.0875,0.24375
0.0875,0.25
0.0875,0.25625
0.0875,0.2625
0.0875,0.26875
0.0875,0.275
0.0875,0.28125
0.0875,0.2875
0.0875,0.29375
0.0875,0.3
0.0875,0.30625
0.0875,0.3125
0.0875,0.31875
0.0875,0.325
0.0875,0.33125
0.0875,0.3375
0.0875,0.34375
0.0875,0.35
0.0875,0.35625
0.0875,0.3625
0.0875,0.36875
0.0875,0.375
0.0875,0.38125
0.0875,0.3875
0.0875,0.39375
0.0875,0.4
0.0875,0.40625
0.0875,0.4125
0.0875,0.41875
0.0875,0.425
0.0875,0.43125
0.0875,0.4375
0.0875,0.44375
0.0875,0.45
0.0875,0.45625
0.0875,0.4625
0.0875,0.46875
0.0875,0.475
0.0875,0.48125
0.0875,0.4875
0.0875,0.49375
0.0875,0.5
0.0875,0.50625
0.0875,0.5125
0.0875,0.51875
0.0875,0.525
0.0875,0.53125
0.0875,0.5375
0.0875,0.54375
0.0875,0.55
0.0875,0.55625
0.0875,0.5625
0.0875,0.56875
0.0875,0.575
0.0875,0.58125
0.0875,0.5875
0.0875,0.59375
0.0875,0.6
0.0875,0.60625
0.0875,0.6125
0.0875,0.61875
0.0875,0.625
0.0875,0.63125
0.0875,0.6375
0.0875,0.64375
0.0875,0.65
0.0875,0.65625
0.0875,0.6625
0.0875,0.66875
0.0875,0.675
0.0875,0.68125
0.0875,0.6875
0.0875,0.69375
0.0875,0.7
0.0875,0.70625
0.0875,0.7125
0.0875,0.71875
0.0875,0.725
0.0875,0.73125
0.0875,0.7375
0.0875,0.74375
0.0875,0.75
0.0875,0.75625
0.0875,0.7625
0.0875,0.76875
0.0875,0.775
0.0875,0.78125
0.09375,0.2125
0.09375,0.21875
0.09375,0.225
0.09375,0.23125
0.09375,0.2375
0.09375,0.24375
0.09375,0.25
0.09375,0.25625
0.09375,0.2625
0.09375,0.26875
0.09375,0.275
0.09375,0.28125
0.09375,0.2875
0.09375,0.29375
0.09375,0.3
0.09375,0.30625
0.09375,0.3125
0.09375,0.31875
0.09375,0.325
0.09375,0.33125
0.09375,0.3375
0.09375,0.34375
0.09375,0.35
0.09375,0.35625
0.09375,0.3625
0.09375,0.36875
0.09375,0.375
0.09375,0.38125
0.09375,0.3875
0.09375,0.39375
0.09375,0.4
0.09375,0.40625
0.09375,0.4125
0.09375,0.41875
0.09375,0.425
0.09375,0.43125
0.09375,0.4375
0.09375,0.44375
0.09375,0.45
0.09375,0.45625
0.09375,0.4625
0.09375,0.46875
0.09375,0.475
0.09375,0.48125
0.09375,0.4875
0.09375,0.49375
0.09375,0.5
0.09375,0.50625
0.09375,0.5125
0.09375,0.51875
0.09375,0.525
0.09375,0.53125
0.09375,0.5375
0.09375,0.54375
0.09375,0.55
0.09375,0.55625
0.09375,0.5625
0.09375,0.56875
0.09375,0.575
0.09375,0.58125
0.09375,0.5875
0.09375,0.59375
0.09375,0.6
0.09375,0.60625
0.09375,0.6125
0.09375,0.61875
0.09375,0.625
0.09375,0.63125
0.09375,0.6375
0.09375,0.64375
0.09375,0.65
0.09375,0.65625
0.09375,0.6625
0.09375,0.66875
0.09375,0.675
0.09375,0.68125
0.09375,0.6875
0.09375,0.69375
0.09375,0.7
0.09375,0.70625
0.09375,0.7125
0.09375,0.71875
0.09375,0.725
0.09375,0.73125
0.09375,0.7375
0.09375,0.74375
0.09375,0.75
0.09375,0.75625
0.09375,0.7625
0.09375,0.76875
0.09375,0.775
0.09375,0.78125
0.09375,0.7875
0.1,0.2
0.1,0.20625
0.1,0.2125
0.1,0.21875
0.1,0.225
0.1,0.23125
0.1,0.2375
0.1,0.24375
0.1,0.25
0.1,0.25625
0.1,0.2625
0.1,0.26875
0.1,0.275
0.1,0.28125
0.1,0.2875
0.1,0.29375
0.1,0.3
0.1,0.30625
0.1,0.3125
0.1,0.31875
0.1,0.325
0.1,0.33125
0.1,0.3375
0.1,0.34375
0.1,0.35
0.1,0.35625
0.1,0.3625
0.1,0.36875
0.1,0.375
0.1,0.38125
0.1,0.3875
0.1,0.39375
0.1,0.4
0.1,0.40625
0.1,0.4125
0.1,0.41875
0.1,0.425
0.1,0.43125
0.1,0.4375
0.1,0.44375
0.1,0.45
0.1,0.45625
0.1,0.4625
0.1,0.46875
0.1,0.475
0.1,0.48125
0.1,0.4875
0.1,0.49375
0.1,0.5
0.1,0.50625
0.1,0.5125
0.1,0.51875
0.1,0.525
0.1,0.53125
0.1,0.5375
0.1,0.54375
0.1,0.55
0.1,0.55625
0.1,0.5625
0.1,0.56875
0.1,0.575
0.1,0.58125
0.1,0.5875
0.1,0.59375
0.1,0.6
0.1,0.60625
0.1,0.6125
0.1,0.61875
0.1,0.625
0.1,0.63125
0.1,0.6375
0.1,0.64375
0.1,0.65
0.1,0.65625
0.1,0.6625
0.1,0.66875
0.1,0.675
0.1,0.68125
0.1,0.6875
0.1,0.69375
0.1,0.7
0.1,0.70625
0.1,0.7125
0.1,0.71875
0.1,0.725
0.1,0.73125
0.1,0.7375
0.1,0.74375
0.1,0.75
0.1,0.75625
0.1,0.7625
0.1,0.76875
0.1,0.775
0.1,0.78125
0.1,0.7875
0.1,0.79375
0.1,0.8
0.10625,0.19375
0.10625,0.2
0.10625,0.20625
0.10625,0.2125
0.10625,0.21875
0.10625,0.225
0.10625,0.23125
0.10625,0.2375
0.10625,0.24375
0.10625,0.25
0.10625,0.25625
0.10625,0.2625
0.10625,0.26875
0.10625,0.275
0.10625,0.28125
0.10625,0.2875
0.10625,0.29375
0.10625,0.3
0.10625,0.30625
0.10625,0.3125
0.10625,0.31875
0.10625,0.325
0.10625,0.33125
0.10625,0.3375
0.10625,0.34375
0.10625,0.35
0.10625,0.35625
0.10625,0.3625
0.10625,0.36875
0.10625,0.375
0.10625,0.38125
0.10625,0.3875
0.10625,0.39375
0.10625,0.4
0.10625,0.40625
0.10625,0.4125
0.10625,0.41875
0.10625,0.425
0.10625,0.43125
0.10625,0.4375
0.10625,0.44375
0.10625,0.45
0.10625,0.45625
0.10625,0.4625
0.10625,0.46875
0.10625,0.475
0.10625,0.48125
0.10625,0.4875
0.10625,0.49375
0.10625,0.5
0.10625,0.50625
0.10625,0.5125
0.10625,0.51875
0.10625,0.525
0.10625,0.53125
0.10625,0.5375
0.10625,0.54375
0.10625,0.55
0.10625,0.55625
0.10625,0.5625
0.10625,0.56875
0.10625,0.575
0.10625,0.58125
0.10625,0.5875
0.10625,0.59375
0.10625,0.6
0.10625,0.60625
0.10625,0.6125
0.10625,0.61875
0.10625,0.625
0.10625,0.63125
0.10625,0.6375
0.10625,0.64375
0.10625,0.65
0.10625,0.65625
0.10625,0.6625
0.10625,0.66875
0.10625,0.675
0.10625,0.68125
0.10625,0.6875
0.10625,0.69375
0.10625,0.7
0.10625,0.70625
0.10625,0.7125
0.10625,0.71875
0.10625,0.725
0.10625,0.73125
0.10625,0.7375
0.10625,0.74375
0.10625,0.75
0.10625,0.75625
0.10625,0.7625
0.10625,0.76875
0.10625,0.775
0.10625,0.78125
0.10625,0.7875
0.10625,0.79375
0.10625,0.8
0.10625,0.80625
0.1125,0.1875
0.1125,0.19375
0.1125,0.2
0.1125,0.20625
0.1125,0.2125
0.1125,0.21875
0.1125,0.225
0.1125,0.23125
0.1125,0.2375
0.1125,0.24375
0.1125,0.25
0.1125,0.25625
0.1125,0.2625
0.1125,0.26875
0.1125,0.275
0.1125,0.28125
0.1125,0.2875
0.1125,0.29375
0.1125,0.3
0.1125,0.30625
0.1125,0.3125
0.1125,0.31875
0.1125,0.325
0.1125,0.33125
0.1125,0.3375
0.1125,0.34375
0.1125,0.35
0.1125,0.35625
0.1125,0.3625
0.1125,0.36875
0.1125,0.375
0.1125,0.38125
0.1125,0.3875
0.1125,0.39375
0.1125,0.4
0.1125,0.40625
0.1125,0.4125
0.1125,0.41875
0.1125,0.425
0.1125,0.43125
0.1125,0.4375
0.1125,0.44375
0.1125,0.45
0.1125,0.45625
0.1125,0.4625
0.1125,0.46875
0.1125,0.475
0.1125,0.48125
0.1125,0.4875
0.1125,0.49375
0.1125,0.5
0.1125,0.50625
0.1125,0.5125
0.1125,0.51875
0.1125,0.525
0.1125,0.53125
0.1125,0.5375
0.1125,0.54375
0.1125,0.55
0.1125,0.55625
0.1125,0.5625
0.1125,0.56875
0.1125,0.575
0.1125,0.58125
0.1125,0.5875
0.1125,0.59375
0.1125,0.6
0.1125,0.60625
0.1125,0.6125
0.1125,0.61875
0.1125,0.625
0.1125,0.63125
0.1125,0.6375
0.1125,0.64375
0.1125,0.65
0.1125,0.65625
0.1125,0.6625
0.1125,0.66875
0.1125,0.675
0.1125,0.68125
0.1125,0.6875
0.1125,0.69375
0.1125,0.7
0.1125,0.70625
0.1125,0.7125
0.1125,0.71875
0.1125,0.725
0.1125,0.73125
0.1125,0.7375
0.1125,0.74375
0.1125,0.75
0.1125,0.75625
0.1125,0.7625
0.1125,0.76875
0.1125,0.775
0.1125,0.78125
0.1125,0.7875
0.1125,0.79375
0.1125,0.8
0.1125,0.80625
0.1125,0.8125
0.11875,0.18125
0.11875,0.1875
0.11875,0.19375
0.11875,0.2
0.11875,0.20625
0.11875,0.2125
0.11875,0.21875
0.11875,0.225
0.11875,0.23125
0.11875,0.2375
0.11875,0.24375
0.11875,0.25
0.11875,0.25625
0.11875,0.2625
0.11875,0.26875
0.11875,0.275
0.11875,0.28125
0.11875,0.2875
0.11875,0.29375
0.11875,0.3
0.11875,0.30625
0.11875,0.3125
0.11875,0.31875
0.11875,0.325
0.11875,0.33125
0.11875,0.3375
0.11875,0.34375
0.11875,0.35
0.11875,0.35625
0.11875,0.3625
0.11875,0.36875
0.11875,0.375
0.11875,0.38125
0.11875,0.3875
0.11875,0.39375
0.11875,0.4
0.11875,0.40625
0.11875,0.4125
0.11875,0.41875
0.11875,0.425
0.11875,0.43125
0.11875,0.4375
0.11875,0.44375
0.11875,0.45
0.11875,0.45625
0.11875,0.4625
0.11875,0.46875
0.11875,0.475
0.11875,0.48125
0.11875,0.4875
0.11875,0.49375
0.11875,0.5
0.11875,0.50625
0.11875,0.5125
0.11875,0.51875
0.11875,0.525
0.11875,0.53125
0.11875,0.5375
0.11875,0.54375
0.11875,0.55
0.11875,0.55625
0.11875,0.5625
0.11875,0.56875
0.11875,0.575
0.11875,0.58125
0.11875,0.5875
0.11875,0.59375
0.11875,0.6
0.11875,0.60625
0.11875,0.6125
0.11875,0.61875
0.11875,0.625
0.11875,0.63125
0.11875,0.6375
0.11875,0.64375
0.11875,0.65
0.11875,0.65625
0.11875,0.6625
0.11875,0.66875
0.11875,0.675
0.11875,0.68125
0.11875,0.6875
0.11875,0.69375
0.11875,0.7
0.11875,0.70625
0.11875,0.7125
0.11875,0.71875
0.11875,0.725
0.11875,0.73125
0.11875,0.7375
0.11875,0.74375
0.11875,0.75
0.11875,0.75625
0.11875,0.7625
0.11875,0.76875
0.11875,0.775
0.11875,0.78125
0.11875,0.7875
0.11875,0.79375
0.11875,0.8
0.11875,0.80625
0.11875,0.8125
0.11875,0.81875
0.125,0.175
0.125,0.18125
0.125,0.1875
0.125,0.19375
0.125,0.2
0.125,0.20625
0.125,0.2125
0.125,0.21875
0.125,0.225
0.125,0.23125
0.125,0.2375
0.125,0.24375
0.125,0.25
0.125,0.25625
0.125,0.2625
0.125,0.26875
0.125,0.275
0.125,0.28125
0.125,0.2875
0.125,0.29375
0.125,0.3
0.125,0.30625
0.125,0.3125
0.125,0.31875
0.125,0.325
0.125,0.33125
0.125,0.3375
0.125,0.34375
0.125,0.35
0.125,0.35625
0.125,0.3625
0.125,0.36875
0.125,0.375
0.125,0.38125
0.125,0.3875
0.125,0.39375
0.125,0.4
0.125,0.40625
0.125,0.4125
0.125,0.41875
0.125,0.425
0.125,0.43125
0.125,0.4375
0.125,0.44375
0.125,0.45
0.125,0.45625
0.125,0.4625
0.125,0.46875
0.125,0.475
0.125,0.48125
0.125,0.4875
0.125,0.49375
0.125,0.5
0.125,0.50625
0.125,0.5125
0.125,0.51875
0.125,0.525
0.125,0.53125
0.125,0.5375
0.125,0.54375
0.125,0.55
0.125,0.55625
0.125,0.5625
0.125,0.56875
0.125,0.575
0.125,0.58125
0.125,0.5875
0.125,0.59375
0.125,0.6
0.125,0.60625
0.125,0.6125
0.125,0.61875
0.125,0.625
0.125,0.63125
0.125,0.6375
0.125,0.64375
0.125,0.65
0.125,0.65625
0.125,0.6625
0.125,0.66875
0.125,0.675
0.125,0.68125
0.125,0.6875
0.125,0.69375
0.125,0.7
